user_id,name,age,study_level,preferred_subjects,strengths,weaknesses,learning_style,study_preference,availability
72,Mrs. Barbara Johnson,22,Intermediate,"['Compiler Design', 'Embedded Systems', 'Big Data', 'Linear Algebra', 'Artificial Intelligence', 'Web Development', 'Computer Architecture']","['Linear Algebra', 'Embedded Systems']","['Compiler Design', 'Computer Architecture', 'Artificial Intelligence', 'Big Data', 'Web Development']",Text-based,Solo,"['Afternoon', 'Night']"
73,Heather Valentine,21,Intermediate,"['Big Data', 'Linear Algebra', 'Computer Architecture', 'Digital Logic', 'Artificial Intelligence', 'Cryptography', 'Bioinformatics']","['Computer Architecture', 'Linear Algebra']","['Bioinformatics', 'Cryptography', 'Digital Logic', 'Artificial Intelligence', 'Big Data']",Visual,Solo,"['Night', 'Evening']"
74,Bradley Shaffer,26,Advanced,"['Ethical Hacking', 'Parallel Computing', 'Physics for CS', 'Programming Languages', 'Cloud Computing', 'Big Data', 'Computer Vision', 'Game Development']","['Computer Vision', 'Big Data', 'Physics for CS', 'Parallel Computing']","['Cloud Computing', 'Programming Languages', 'Ethical Hacking', 'Game Development']",Auditory,Solo,"['Night', 'Night']"
75,Erika Fry,22,Intermediate,"['Natural Language Processing', 'Database Management', 'Quantum Computing', 'Computer Architecture', 'Bioinformatics', 'Machine Learning']","['Machine Learning', 'Natural Language Processing']","['Database Management', 'Bioinformatics', 'Computer Architecture', 'Quantum Computing']",Auditory,Solo,"['Night', 'Night', 'Night']"
76,Gina Hunt,25,Beginner,"['Computer Networks', 'Cybersecurity', 'Data Structures', 'Compiler Design', 'Machine Learning', 'Cryptography']","['Compiler Design', 'Computer Networks']","['Cryptography', 'Cybersecurity', 'Machine Learning', 'Data Structures']",Visual,Group,"['Evening', 'Night', 'Night']"
77,Megan Williams,29,Intermediate,"['Machine Learning', 'Cybersecurity', 'Algorithms', 'Internet of Things', 'Embedded Systems', 'Data Structures', 'Web Development']","['Data Structures', 'Algorithms']","['Machine Learning', 'Embedded Systems', 'Internet of Things', 'Cybersecurity', 'Web Development']",Auditory,Solo,"['Afternoon', 'Evening', 'Afternoon']"
78,Jenna Frazier,29,Intermediate,"['Probability & Statistics', 'Compiler Design', 'Machine Learning', 'Reinforcement Learning', 'Big Data', 'Ethical Hacking', 'Bioinformatics', 'Quantum Computing']","['Probability & Statistics', 'Compiler Design', 'Reinforcement Learning']","['Bioinformatics', 'Ethical Hacking', 'Quantum Computing', 'Machine Learning', 'Big Data']",Text-based,Solo,['Evening']
79,Samantha Bush,20,Intermediate,"['Natural Language Processing', 'Machine Learning', 'Probability & Statistics', 'Neural Networks', 'Linear Algebra', 'Digital Logic', 'Embedded Systems', 'Operating Systems']","['Probability & Statistics', 'Machine Learning', 'Neural Networks']","['Linear Algebra', 'Natural Language Processing', 'Digital Logic', 'Embedded Systems', 'Operating Systems']",Visual,Solo,"['Morning', 'Evening']"
80,Isabel Richards,22,Intermediate,"['Software Engineering', 'Reinforcement Learning', 'Computer Vision', 'Natural Language Processing', 'Embedded Systems', 'Cryptography', 'Compiler Design', 'Internet of Things']","['Internet of Things', 'Software Engineering', 'Compiler Design']","['Reinforcement Learning', 'Cryptography', 'Natural Language Processing', 'Computer Vision', 'Embedded Systems']",Problem-Solving,Solo,"['Afternoon', 'Evening', 'Evening']"
81,Caitlin Berg,27,Advanced,"['Computer Architecture', 'Cybersecurity', 'Mobile Computing', 'Pattern Recognition', 'Probability & Statistics', 'Computer Networks', 'Image Processing', 'Natural Language Processing', 'Quantum Computing', 'Distributed Systems', 'Neural Networks', 'Ethical Hacking']","['Ethical Hacking', 'Computer Networks', 'Mobile Computing', 'Computer Architecture', 'Neural Networks', 'Image Processing', 'Probability & Statistics']","['Pattern Recognition', 'Quantum Computing', 'Natural Language Processing', 'Cybersecurity', 'Distributed Systems']",Problem-Solving,Solo,"['Evening', 'Morning']"
82,Jeffrey Scott,30,Intermediate,"['Big Data', 'Linear Algebra', 'Theory of Computation', 'Computer Networks', 'Computer Vision', 'Compiler Design']","['Compiler Design', 'Theory of Computation']","['Computer Vision', 'Linear Algebra', 'Big Data', 'Computer Networks']",Problem-Solving,Solo,"['Night', 'Evening', 'Evening']"
83,Joseph Wilson,29,Beginner,"['Machine Learning', 'Database Management', 'Data Structures', 'Cybersecurity', 'Computer Networks']","['Data Structures', 'Cybersecurity']","['Database Management', 'Computer Networks', 'Machine Learning']",Visual,Group,"['Evening', 'Afternoon']"
84,Stephanie Garrett,21,Beginner,"['Compiler Design', 'Linear Algebra', 'Deep Learning', 'Machine Learning', 'Algorithms', 'Computer Architecture']","['Linear Algebra', 'Compiler Design']","['Deep Learning', 'Machine Learning', 'Algorithms', 'Computer Architecture']",Visual,Solo,"['Evening', 'Night']"
85,Laura Thompson,30,Advanced,"['Operating Systems', 'Probability & Statistics', 'Cybersecurity', 'Image Processing', 'Internet of Things', 'Parallel Computing', 'Pattern Recognition', 'Game Development', 'Operating System Internals', 'Compiler Design', 'Linear Algebra']","['Operating System Internals', 'Operating Systems', 'Linear Algebra', 'Compiler Design', 'Game Development', 'Probability & Statistics']","['Pattern Recognition', 'Internet of Things', 'Image Processing', 'Parallel Computing', 'Cybersecurity']",Text-based,Solo,"['Night', 'Afternoon', 'Evening']"
86,Emma Branch,21,Intermediate,"['Computer Architecture', 'Embedded Systems', 'Machine Learning', 'Big Data', 'Computer Networks', 'Software Engineering', 'Theory of Computation', 'Web Development']","['Computer Networks', 'Computer Architecture', 'Theory of Computation']","['Machine Learning', 'Big Data', 'Embedded Systems', 'Software Engineering', 'Web Development']",Visual,Solo,"['Afternoon', 'Evening', 'Evening']"
87,Casey Stevenson,26,Advanced,"['Computer Architecture', 'Human-Computer Interaction', 'Virtual Reality', 'Cybersecurity', 'Linear Algebra', 'Software Testing', 'Probability & Statistics', 'Theory of Computation', 'Computer Vision']","['Theory of Computation', 'Human-Computer Interaction', 'Cybersecurity', 'Virtual Reality', 'Linear Algebra']","['Computer Vision', 'Software Testing', 'Computer Architecture', 'Probability & Statistics']",Problem-Solving,Solo,"['Night', 'Evening', 'Night']"
88,Haley Parker,27,Intermediate,"['Ethical Hacking', 'Internet of Things', 'Cloud Computing', 'Bioinformatics', 'Cybersecurity', 'Natural Language Processing', 'Operating Systems', 'Data Structures', 'Machine Learning', 'Computer Architecture']","['Bioinformatics', 'Internet of Things', 'Natural Language Processing', 'Machine Learning']","['Ethical Hacking', 'Computer Architecture', 'Data Structures', 'Cloud Computing', 'Operating Systems', 'Cybersecurity']",Auditory,Solo,['Afternoon']
89,Tyler Durham,29,Beginner,"['Operating Systems', 'Computer Architecture', 'Linear Algebra', 'Cybersecurity', 'Probability & Statistics']","['Probability & Statistics', 'Cybersecurity']","['Operating Systems', 'Linear Algebra', 'Computer Architecture']",Problem-Solving,Group,['Night']
90,Angela Cox,26,Advanced,"['Computer Architecture', 'Computer Networks', 'Software Engineering', 'Artificial Intelligence', 'Data Mining', 'Neural Networks', 'Parallel Computing', 'Embedded Systems', 'Image Processing']","['Artificial Intelligence', 'Neural Networks', 'Computer Architecture', 'Data Mining', 'Computer Networks']","['Parallel Computing', 'Software Engineering', 'Embedded Systems', 'Image Processing']",Problem-Solving,Solo,"['Evening', 'Afternoon', 'Evening']"
91,Miranda Blanchard,29,Intermediate,"['Deep Learning', 'Database Management', 'Computer Networks', 'Theory of Computation', 'Quantum Computing', 'Natural Language Processing']","['Database Management', 'Theory of Computation']","['Deep Learning', 'Quantum Computing', 'Computer Networks', 'Natural Language Processing']",Auditory,Solo,"['Evening', 'Night']"
92,Krista Davis,26,Intermediate,"['Natural Language Processing', 'Cryptography', 'Linear Algebra', 'Embedded Systems', 'Software Engineering', 'Computer Vision', 'Quantum Computing', 'Data Structures']","['Computer Vision', 'Quantum Computing', 'Linear Algebra']","['Cryptography', 'Natural Language Processing', 'Data Structures', 'Embedded Systems', 'Software Engineering']",Auditory,Solo,"['Night', 'Night']"
93,Stephen Lee,25,Intermediate,"['Computer Architecture', 'Probability & Statistics', 'Cloud Computing', 'Big Data', 'Reinforcement Learning', 'Operating Systems', 'Cybersecurity']","['Probability & Statistics', 'Operating Systems']","['Reinforcement Learning', 'Computer Architecture', 'Cloud Computing', 'Big Data', 'Cybersecurity']",Auditory,Solo,['Night']
94,Angela Howe,23,Beginner,"['Database Management', 'Cybersecurity', 'Computer Architecture', 'Linear Algebra', 'Deep Learning', 'Artificial Intelligence', 'Machine Learning', 'Computer Networks']","['Cybersecurity', 'Computer Networks', 'Artificial Intelligence']","['Linear Algebra', 'Database Management', 'Deep Learning', 'Machine Learning', 'Computer Architecture']",Visual,Group,"['Night', 'Evening', 'Evening']"
95,Jordan Daniels,20,Beginner,"['Data Structures', 'Software Engineering', 'Operating Systems', 'Deep Learning', 'Computer Networks']","['Software Engineering', 'Data Structures']","['Operating Systems', 'Deep Learning', 'Computer Networks']",Visual,Solo,['Night']
96,Aaron Hernandez,19,Advanced,"['Digital Logic', 'Big Data', 'Quantum Computing', 'Compiler Design', 'Parallel Computing', 'Data Structures', 'Internet of Things', 'Cybersecurity', 'Artificial Intelligence']","['Big Data', 'Digital Logic', 'Cybersecurity', 'Compiler Design', 'Internet of Things']","['Artificial Intelligence', 'Parallel Computing', 'Quantum Computing', 'Data Structures']",Visual,Solo,"['Night', 'Afternoon', 'Afternoon']"
97,Blake Chang,29,Intermediate,"['Database Management', 'Machine Learning', 'Theory of Computation', 'Ethical Hacking', 'Computer Vision', 'Linear Algebra']","['Theory of Computation', 'Computer Vision']","['Database Management', 'Machine Learning', 'Linear Algebra', 'Ethical Hacking']",Problem-Solving,Solo,['Night']
98,Michelle Swanson,27,Advanced,"['Natural Language Processing', 'Quantum Computing', 'Computer Networks', 'Cryptography', 'Operating System Internals', 'Reinforcement Learning', 'Software Testing', 'Mathematics for CS', 'Parallel Computing', 'Machine Learning', 'Pattern Recognition', 'Computer Architecture']","['Mathematics for CS', 'Reinforcement Learning', 'Cryptography', 'Quantum Computing', 'Pattern Recognition', 'Machine Learning', 'Natural Language Processing']","['Operating System Internals', 'Computer Architecture', 'Computer Networks', 'Parallel Computing', 'Software Testing']",Auditory,Solo,['Morning']
99,Erin Ward,23,Intermediate,"['Computer Networks', 'Data Structures', 'Bioinformatics', 'Digital Logic', 'Deep Learning', 'Cloud Computing', 'Reinforcement Learning']","['Deep Learning', 'Reinforcement Learning']","['Bioinformatics', 'Data Structures', 'Digital Logic', 'Cloud Computing', 'Computer Networks']",Problem-Solving,Solo,"['Evening', 'Night']"
100,Kari Hamilton,19,Beginner,"['Compiler Design', 'Computer Networks', 'Cybersecurity', 'Data Structures', 'Artificial Intelligence', 'Operating Systems']","['Data Structures', 'Cybersecurity']","['Operating Systems', 'Computer Networks', 'Compiler Design', 'Artificial Intelligence']",Visual,Solo,"['Afternoon', 'Afternoon', 'Evening']"
101,Sarah Wood,18,Intermediate,"['Compiler Design', 'Neural Networks', 'Computer Vision', 'Distributed Systems', 'Cloud Computing', 'Natural Language Processing', 'Quantum Computing', 'Deep Learning', 'Cryptography', 'Computer Architecture']","['Computer Vision', 'Natural Language Processing', 'Deep Learning', 'Quantum Computing']","['Cryptography', 'Compiler Design', 'Computer Architecture', 'Neural Networks', 'Cloud Computing', 'Distributed Systems']",Visual,Solo,['Evening']
102,Michele Mack,22,Intermediate,"['Theory of Computation', 'Cloud Computing', 'Ethical Hacking', 'Big Data', 'Bioinformatics', 'Operating Systems', 'Algorithms', 'Computer Vision']","['Computer Vision', 'Operating Systems', 'Algorithms']","['Bioinformatics', 'Ethical Hacking', 'Theory of Computation', 'Cloud Computing', 'Big Data']",Visual,Solo,"['Night', 'Night']"
103,Daniel Sutton,28,Intermediate,"['Cloud Computing', 'Software Engineering', 'Algorithms', 'Distributed Systems', 'Data Structures', 'Database Management', 'Operating Systems']","['Database Management', 'Distributed Systems']","['Data Structures', 'Cloud Computing', 'Algorithms', 'Operating Systems', 'Software Engineering']",Problem-Solving,Solo,['Night']
104,Jacqueline Douglas,18,Intermediate,"['Bioinformatics', 'Computer Vision', 'Theory of Computation', 'Embedded Systems', 'Database Management', 'Data Structures', 'Internet of Things', 'Digital Logic', 'Computer Architecture']","['Computer Vision', 'Database Management', 'Theory of Computation']","['Bioinformatics', 'Computer Architecture', 'Data Structures', 'Digital Logic', 'Embedded Systems', 'Internet of Things']",Problem-Solving,Solo,['Night']
105,Alejandro Hall,25,Intermediate,"['Algorithms', 'Distributed Systems', 'Natural Language Processing', 'Digital Logic', 'Compiler Design', 'Ethical Hacking', 'Bioinformatics', 'Deep Learning']","['Compiler Design', 'Natural Language Processing', 'Bioinformatics']","['Ethical Hacking', 'Deep Learning', 'Digital Logic', 'Algorithms', 'Distributed Systems']",Problem-Solving,Solo,"['Night', 'Night']"
106,Benjamin Huang,30,Advanced,"['Digital Logic', 'Compiler Design', 'Database Management', 'Mobile Computing', 'Data Mining', 'Cybersecurity', 'Network Security', 'Theory of Computation']","['Compiler Design', 'Theory of Computation', 'Digital Logic', 'Database Management']","['Mobile Computing', 'Data Mining', 'Network Security', 'Cybersecurity']",Text-based,Solo,"['Night', 'Morning']"
107,Gerald Warren,27,Intermediate,"['Deep Learning', 'Linear Algebra', 'Data Structures', 'Compiler Design', 'Internet of Things', 'Big Data']","['Deep Learning', 'Data Structures']","['Internet of Things', 'Compiler Design', 'Linear Algebra', 'Big Data']",Text-based,Solo,"['Night', 'Afternoon', 'Night']"
108,Alex Savage,22,Advanced,"['Ethical Hacking', 'Mobile Computing', 'Cryptography', 'Wireless Networks', 'Data Structures', 'Speech Recognition', 'Operating System Internals', 'Blockchains', 'Machine Learning', 'Bioinformatics', 'Algorithms', 'Natural Language Processing']","['Data Structures', 'Operating System Internals', 'Speech Recognition', 'Natural Language Processing', 'Mobile Computing', 'Cryptography', 'Algorithms']","['Bioinformatics', 'Ethical Hacking', 'Machine Learning', 'Blockchains', 'Wireless Networks']",Text-based,Solo,"['Afternoon', 'Night', 'Evening']"
109,Karina Jenkins,20,Beginner,"['Data Structures', 'Algorithms', 'Deep Learning', 'Computer Networks', 'Probability & Statistics', 'Linear Algebra']","['Algorithms', 'Linear Algebra']","['Deep Learning', 'Computer Networks', 'Probability & Statistics', 'Data Structures']",Problem-Solving,Group,"['Evening', 'Evening']"
110,Sonya Harrington,30,Intermediate,"['Computer Vision', 'Linear Algebra', 'Distributed Systems', 'Computer Architecture', 'Digital Logic', 'Big Data', 'Theory of Computation']","['Distributed Systems', 'Computer Architecture']","['Linear Algebra', 'Theory of Computation', 'Computer Vision', 'Digital Logic', 'Big Data']",Auditory,Solo,['Night']
